id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_type,work_manage,family_income,family_status,car,marital
11094,5,,26,2,1,1,1,1.0,-1.0,1,2,2,4,1,5,5,1,1,3,4,,,,-1.0,2,2,7
11095,4,,26,2,1,1,1,10.0,30000.0,1,3,3,4,5,3,3,3,3,5,1,9.0,1.0,3.0,50000.0,3,2,1
11096,3,,26,2,1,1,1,1.0,20000.0,1,4,3,2,1,3,3,3,2,6,6,,,,800000.0,3,1,1
11097,4,2.0,26,2,1,1,1,12.0,4500.0,2,5,5,4,1,3,4,4,4,5,5,,,,20000.0,2,2,1
11098,5,,26,2,1,1,1,10.0,48000.0,1,4,3,4,4,4,4,4,4,6,1,3.0,1.0,3.0,108000.0,3,1,3
11099,1,,26,1,1,1,1,4.0,8000.0,1,3,4,3,5,3,2,2,2,4,5,,,,20000.0,2,2,2
11100,3,,26,2,1,1,1,10.0,0.0,2,4,5,4,1,3,4,3,4,4,6,,,,80000.0,2,2,1
11101,4,,26,2,1,1,1,6.0,50000.0,1,4,3,2,1,3,3,3,3,4,1,8.0,1.0,3.0,80000.0,3,1,3
11102,2,,26,1,1,1,1,6.0,80000.0,1,3,3,3,1,3,3,3,4,5,1,8.0,1.0,3.0,800000.0,3,2,3
11103,2,,26,1,1,1,3,4.0,20000.0,1,4,5,4,2,2,2,2,2,1,1,3.0,1.0,3.0,30000.0,1,2,1
11104,4,,26,2,1,1,1,6.0,30000.0,1,3,3,3,1,3,3,3,4,4,1,8.0,1.0,3.0,80000.0,3,2,1
11105,4,,26,1,1,1,1,5.0,30000.0,1,5,4,3,2,5,4,3,3,6,1,9.0,1.0,3.0,100000.0,3,2,1
11106,3,,26,1,1,1,1,3.0,5000.0,2,2,3,2,1,4,4,1,5,4,4,,,,30000.0,2,2,3
11107,3,,26,1,1,1,1,1.0,0.0,1,1,1,2,1,1,4,1,4,4,3,,,,-1.0,3,2,3
11108,3,,26,1,1,1,1,2.0,20000.0,1,1,4,4,4,2,2,2,2,3,5,,,,50000.0,3,2,2
11109,4,,26,2,1,1,1,12.0,50000.0,2,4,3,2,1,3,3,3,4,6,1,8.0,1.0,2.0,100000.0,3,1,1
11110,5,,26,1,8,1,1,12.0,50000.0,1,4,4,4,5,3,3,3,4,5,5,,,,100000.0,3,1,3
11111,4,,26,2,1,1,1,10.0,0.0,1,3,3,3,1,3,4,4,3,5,6,,,,80000.0,2,2,1
11112,4,,26,1,1,1,1,7.0,30000.0,1,4,3,4,1,3,3,3,4,5,1,8.0,1.0,3.0,80000.0,3,2,1
11113,4,,26,1,1,1,1,10.0,30000.0,2,4,4,4,1,3,3,3,3,4,1,8.0,1.0,3.0,80000.0,2,2,1
11114,5,,26,1,1,1,1,10.0,32000.0,1,5,3,3,1,2,2,2,4,5,1,8.0,1.0,2.0,100000.0,3,1,1
11115,4,,26,1,1,1,1,13.0,30000.0,1,4,3,3,5,3,3,3,4,6,5,,,,100000.0,3,1,1
11116,4,,26,1,1,1,1,13.0,20000.0,1,4,3,3,1,2,3,4,3,5,6,,,,80000.0,3,1,1
11117,4,1.0,26,2,1,1,1,6.0,30000.0,1,3,3,3,1,2,2,2,3,5,5,,,,80000.0,3,2,3
11118,4,,26,1,1,1,1,6.0,20000.0,1,3,3,3,1,3,3,3,4,4,1,8.0,1.0,3.0,80000.0,2,2,1
11119,4,1.0,26,2,1,1,1,12.0,0.0,4,4,3,2,1,3,3,3,3,5,6,,,,80000.0,3,1,1
11120,4,,26,1,1,1,1,6.0,70000.0,1,3,3,3,1,3,3,3,4,5,1,8.0,1.0,3.0,80000.0,2,2,3
11121,4,,26,2,8,1,1,12.0,70000.0,4,5,5,5,4,1,3,4,5,5,1,9.0,1.0,2.0,100000.0,4,2,3
11122,4,,26,2,1,1,1,12.0,48000.0,2,5,4,3,1,3,4,3,3,7,1,9.0,1.0,3.0,48000.0,3,2,1
11123,4,2.0,26,2,1,1,1,1.0,25000.0,1,4,5,5,1,3,4,1,4,4,4,,,,60000.0,2,2,7
11124,4,,26,2,1,1,1,10.0,80000.0,1,4,4,3,2,3,4,4,3,7,1,3.0,1.0,3.0,100000.0,3,1,1
11125,4,,26,2,1,1,1,12.0,72000.0,2,4,4,3,2,3,4,4,3,7,1,3.0,1.0,3.0,160000.0,3,1,3
11126,4,,26,2,1,1,1,12.0,0.0,2,4,4,3,2,3,3,3,4,5,6,,,,100000.0,3,2,1
11127,4,,26,1,1,1,1,3.0,2000.0,1,2,2,3,1,2,4,1,2,5,4,,,,4000.0,3,1,3
11128,3,,26,1,1,1,1,12.0,50000.0,1,4,5,5,4,2,4,4,3,4,1,3.0,1.0,2.0,90000.0,3,2,3
11129,4,,26,2,1,1,1,13.0,0.0,1,3,3,3,2,3,3,3,4,6,6,,,,100000.0,3,1,1
11130,3,,26,1,1,1,1,4.0,50000.0,1,4,4,4,2,3,3,4,2,5,1,3.0,1.0,3.0,150000.0,3,1,1
11131,4,,26,1,1,1,1,12.0,60000.0,1,4,4,3,1,4,4,3,3,7,1,3.0,1.0,3.0,80000.0,3,2,1
11132,2,1.0,26,1,8,1,1,10.0,20000.0,1,3,4,3,5,2,3,4,3,4,5,,,,50000.0,2,2,3
11133,3,2.0,26,2,8,1,1,4.0,15000.0,1,4,5,4,5,3,2,1,2,5,1,2.0,-1.0,4.0,65000.0,2,1,3
11134,4,1.0,26,2,1,1,1,12.0,60000.0,1,4,3,3,2,3,4,4,3,7,1,3.0,1.0,2.0,140000.0,3,1,1
11135,5,2.0,26,2,1,1,1,7.0,0.0,1,2,4,4,1,4,4,4,4,4,4,,,,10000.0,2,1,3
11136,4,1.0,26,2,1,1,1,6.0,0.0,1,5,5,3,4,3,4,4,1,4,6,,,,0.0,2,1,1
11137,4,,26,1,1,1,1,4.0,0.0,1,5,4,3,1,4,4,2,3,7,1,2.0,1.0,4.0,100000.0,3,1,3
11138,3,,26,1,1,1,1,4.0,50000.0,1,4,4,3,2,3,2,2,3,7,1,2.0,1.0,4.0,50000.0,3,1,3
11139,3,1.0,26,1,1,1,1,4.0,96000.0,1,4,4,3,2,3,2,3,3,7,1,3.0,1.0,2.0,96000.0,3,1,6
11140,2,,26,1,1,1,1,12.0,60000.0,1,4,5,4,2,2,3,4,4,4,1,3.0,1.0,-1.0,150000.0,3,1,1
11141,5,,26,1,1,1,1,4.0,40000.0,1,3,3,2,1,3,3,3,4,5,1,8.0,1.0,4.0,80000.0,3,1,3
11142,4,1.0,26,1,1,1,1,12.0,50000.0,1,4,3,3,1,3,3,3,4,5,1,8.0,1.0,2.0,80000.0,2,2,1
11143,4,1.0,26,2,8,1,1,10.0,-3.0,1,5,5,4,4,2,3,3,4,3,6,,,,-3.0,2,2,1
11144,4,1.0,26,1,1,1,1,3.0,70000.0,1,3,3,3,1,3,3,3,4,5,4,,,,90000.0,2,2,3
11145,4,,26,2,1,1,1,4.0,0.0,1,5,4,4,1,1,1,1,3,5,5,,,,40000.0,3,2,3
11146,4,1.0,26,2,1,1,1,4.0,24000.0,1,4,4,3,1,3,4,2,3,7,1,3.0,1.0,4.0,124000.0,3,2,3
11147,4,1.0,26,1,1,1,1,10.0,15000.0,2,4,5,4,2,2,3,2,2,4,1,3.0,1.0,3.0,60000.0,2,2,1
11148,2,,26,2,1,1,1,10.0,60000.0,1,4,3,4,2,2,2,2,4,1,1,3.0,1.0,3.0,50000.0,2,2,2
11149,3,,26,2,8,1,1,10.0,2000.0,1,3,5,5,2,2,4,4,2,3,1,3.0,1.0,2.0,60000.0,2,1,3
11150,2,,26,2,1,1,1,1.0,8000.0,1,4,2,3,1,2,2,2,3,4,1,,3.0,3.0,70000.0,2,1,1
11151,4,,26,2,1,1,1,10.0,80000.0,1,4,4,3,2,3,3,2,4,7,1,2.0,1.0,4.0,100000.0,3,1,1
11152,4,1.0,26,2,1,1,1,4.0,30000.0,1,3,4,4,1,2,2,2,4,5,1,2.0,1.0,3.0,55000.0,3,2,3
11153,3,2.0,26,1,1,1,1,1.0,1700.0,1,4,5,5,1,1,2,1,1,5,3,,,,6000.0,2,2,3
11154,3,1.0,26,1,1,1,1,6.0,36000.0,1,4,4,3,2,2,4,2,3,4,1,3.0,1.0,3.0,120000.0,2,2,1
11155,4,,26,2,1,1,1,3.0,0.0,1,3,4,3,1,3,3,2,4,3,4,,,,20000.0,3,1,3
11156,4,,26,2,1,1,1,1.0,900.0,1,4,4,4,1,3,3,1,4,3,4,,,,7800.0,3,2,2
11157,3,,26,1,1,1,1,12.0,48000.0,2,4,4,5,1,2,3,3,2,4,1,3.0,1.0,3.0,100000.0,2,2,2
11158,4,1.0,26,2,1,1,1,12.0,0.0,1,4,4,4,2,4,5,2,4,5,5,,,,60000.0,3,2,3
11159,4,,26,1,1,1,1,1.0,8000.0,1,3,3,3,1,3,3,2,2,3,5,,,,30000.0,1,2,3
11160,4,,26,2,1,1,1,12.0,0.0,1,4,2,3,1,3,3,3,3,4,5,,,,60000.0,3,1,1
11161,3,,26,2,1,1,1,3.0,20000.0,1,2,2,3,4,1,1,1,2,5,5,,,,40000.0,2,2,2
11162,3,,26,1,1,1,1,3.0,900.0,1,2,1,3,1,2,3,1,3,5,4,,,,900.0,1,2,3
11163,2,,26,1,1,1,1,5.0,60000.0,1,5,5,4,2,4,3,2,2,5,1,3.0,1.0,3.0,-1.0,3,2,1
11164,3,,26,1,1,1,1,7.0,60000.0,1,4,4,3,1,3,2,2,3,7,1,2.0,1.0,4.0,60000.0,3,1,3
11165,3,1.0,26,2,1,1,1,10.0,40000.0,2,4,5,3,2,1,4,2,4,4,1,3.0,1.0,3.0,150000.0,2,2,1
11166,4,1.0,26,2,1,1,1,10.0,20000.0,1,3,4,4,2,3,4,4,4,5,1,2.0,1.0,3.0,30000.0,3,1,1
11167,2,,26,1,1,1,1,6.0,0.0,1,3,3,3,1,3,4,4,2,2,6,,,,50000.0,2,2,1
11168,4,,26,1,1,1,1,1.0,40000.0,1,3,4,4,5,4,4,4,3,5,1,2.0,1.0,3.0,50000.0,3,2,3
11169,4,1.0,26,1,1,1,1,9.0,60000.0,1,4,5,3,5,4,4,2,4,5,1,3.0,1.0,2.0,160000.0,3,1,1
11170,5,,26,1,1,1,1,4.0,3000.0,2,4,5,5,1,2,2,2,5,1,2,,,,7000.0,2,1,1
11171,4,1.0,26,1,1,1,1,12.0,20000.0,1,4,3,3,1,3,3,3,3,4,6,,,,60000.0,2,2,1
11172,4,,26,2,8,1,1,6.0,0.0,2,4,5,4,1,3,3,3,4,5,1,2.0,1.0,2.0,100000.0,3,1,3
11173,4,2.0,26,1,1,1,1,3.0,40000.0,1,3,4,4,1,3,4,3,4,5,1,8.0,1.0,4.0,55000.0,3,1,3
11174,3,1.0,26,2,1,1,1,6.0,30000.0,1,4,4,3,1,3,2,2,4,6,1,3.0,1.0,3.0,50000.0,3,2,2
11175,2,,26,1,1,1,1,7.0,300000.0,1,3,3,2,5,2,2,2,1,3,5,,,,300000.0,1,2,2
11176,2,,26,1,1,1,1,4.0,40000.0,1,2,2,3,1,3,3,2,2,4,1,9.0,1.0,3.0,50000.0,2,2,3
11177,2,2.0,26,2,1,1,1,10.0,0.0,2,4,4,4,1,3,4,3,4,4,6,,,,40000.0,2,2,1
11178,2,,26,1,1,1,1,6.0,-3.0,1,2,4,2,1,4,2,1,2,1,6,,,,-2.0,2,1,3
11179,4,,26,2,1,1,1,5.0,30000.0,1,3,3,4,2,2,3,2,4,4,1,3.0,1.0,3.0,100000.0,2,2,3
11180,4,1.0,26,2,1,1,1,3.0,0.0,1,2,3,3,1,1,4,2,4,1,5,,,,20000.0,1,2,3
11181,4,1.0,26,2,1,1,1,6.0,60000.0,1,5,3,3,1,4,4,3,3,6,1,8.0,1.0,4.0,60000.0,3,2,7
11182,4,,26,1,1,1,1,4.0,2500.0,4,2,2,3,4,2,4,3,2,3,5,,,,30000.0,1,2,3
11183,3,,26,2,1,1,1,7.0,80000.0,1,4,4,3,1,3,3,2,4,7,1,3.0,1.0,3.0,160000.0,-1,1,3
11184,4,,26,1,1,1,1,4.0,20000.0,1,2,2,2,1,1,3,2,2,2,3,,,,20000.0,1,2,6
11185,4,1.0,26,1,1,1,1,7.0,20000.0,1,2,4,2,2,3,2,3,2,5,1,3.0,1.0,3.0,20000.0,1,2,3
11186,3,1.0,26,2,1,1,1,10.0,30000.0,1,2,2,2,1,2,3,2,2,5,5,,,,70000.0,2,2,1
11187,4,2.0,26,2,1,1,1,3.0,0.0,1,3,3,3,1,3,3,3,3,4,4,,,,30000.0,2,2,3
11188,5,,26,1,1,1,1,13.0,0.0,-1,4,3,3,2,3,4,3,5,6,5,,,,100000.0,3,1,1
11189,3,,26,1,1,1,3,3.0,0.0,1,4,4,3,1,4,2,1,1,3,5,,,,0.0,1,2,3
11190,3,,26,1,1,1,1,4.0,36000.0,1,4,4,3,1,3,3,2,3,6,3,,,,40000.0,2,2,3
11191,3,,26,2,1,1,1,1.0,0.0,1,2,2,3,1,1,2,1,4,2,3,,,,5500.0,1,2,3
11192,3,1.0,26,1,1,1,1,6.0,10000.0,1,5,5,4,1,3,2,4,1,2,1,3.0,1.0,2.0,20000.0,2,2,1
11193,4,,26,1,1,1,1,3.0,0.0,1,3,4,4,5,3,3,2,3,5,5,,,,50000.0,3,1,3
11194,5,1.0,26,1,1,1,3,3.0,50000.0,1,4,3,4,5,3,2,3,2,4,1,8.0,2.0,3.0,60000.0,2,1,3
11195,4,,26,2,1,1,1,6.0,0.0,2,4,4,4,2,1,4,5,4,4,6,,,,80000.0,2,2,1
11196,4,,26,1,1,1,1,3.0,24000.0,1,4,4,5,5,2,4,2,4,6,5,,,,60000.0,3,2,3
11197,4,,26,2,1,1,1,3.0,0.0,1,2,2,2,1,3,3,3,4,1,5,,,,20000.0,2,2,5
11198,4,,26,2,1,1,1,6.0,36000.0,1,3,5,2,4,2,4,4,4,5,5,,,,-1.0,3,1,3
11199,3,,26,1,1,1,1,3.0,4000.0,1,3,3,4,1,2,3,3,2,5,6,,,,5000.0,2,2,3
11200,5,,26,2,8,1,1,9.0,65000.0,1,5,4,4,4,3,3,3,4,6,1,9.0,1.0,2.0,100000.0,3,1,3
11201,4,1.0,26,1,8,1,1,11.0,60000.0,2,4,3,4,1,4,3,2,4,3,1,2.0,1.0,1.0,70000.0,3,1,2
11202,4,,26,1,1,1,1,12.0,46000.0,4,2,2,4,2,3,4,4,2,3,5,,,,70000.0,2,2,4
11203,2,,26,1,1,1,1,10.0,65000.0,1,4,5,5,2,2,4,5,2,6,5,,,,100000.0,4,2,3
11204,4,1.0,26,2,1,1,1,6.0,30000.0,1,3,4,3,1,3,3,3,4,5,1,8.0,1.0,3.0,800000.0,3,1,3
11205,4,,26,2,1,1,1,12.0,10000.0,1,4,4,3,1,3,2,2,4,7,6,,,,100000.0,3,2,1
11206,4,,26,1,1,1,1,4.0,0.0,1,4,4,3,2,3,2,2,4,7,5,,,,0.0,3,1,7
11207,4,,26,1,1,1,1,4.0,20000.0,1,5,5,4,1,2,2,1,4,2,1,2.0,1.0,4.0,40000.0,2,2,3
11208,2,,26,2,1,1,1,10.0,10000.0,1,3,4,2,1,2,2,2,2,4,6,,,,40000.0,3,2,1
11209,4,1.0,26,2,1,1,1,10.0,0.0,1,3,3,2,1,3,3,3,4,5,6,,,,80000.0,3,1,1
11210,4,,26,2,1,1,1,12.0,60000.0,1,5,5,3,5,4,3,3,3,6,1,3.0,1.0,3.0,150000.0,4,1,3
11211,4,,26,2,1,1,1,4.0,40000.0,1,4,3,3,1,2,2,2,4,4,4,,,,80000.0,3,2,3
11212,4,,26,1,1,0,2,3.0,18000.0,1,4,4,4,4,3,4,2,2,6,6,,,,30000.0,2,2,3
11213,4,,26,2,1,1,1,6.0,80000.0,2,4,2,4,1,2,3,4,1,4,1,3.0,1.0,2.0,240000.0,3,1,2
11214,4,,26,2,1,1,1,3.0,15000.0,1,5,4,3,1,2,4,4,2,5,3,,,,20000.0,2,2,3
11215,3,1.0,26,1,1,1,1,7.0,50000.0,1,4,4,3,1,3,2,2,3,6,1,3.0,1.0,3.0,60000.0,2,2,1
11216,1,,26,2,1,1,1,12.0,0.0,1,5,5,4,4,2,3,3,4,5,1,4.0,1.0,4.0,100000.0,3,1,3
11217,4,,26,1,8,0,4,9.0,200000.0,1,3,-2,4,1,4,3,4,4,5,1,8.0,1.0,2.0,300000.0,5,1,4
11218,1,,26,2,1,0,4,1.0,30000.0,1,5,5,3,1,4,4,1,3,8,2,,,,100000.0,3,2,3
11219,4,,26,2,1,1,1,4.0,0.0,1,4,4,4,1,3,3,3,4,5,5,,,,150000.0,3,1,3
11220,4,,26,2,1,1,1,6.0,20000.0,1,4,4,4,1,3,4,4,3,4,1,3.0,1.0,3.0,20000.0,2,2,1
11221,4,1.0,26,1,1,1,1,6.0,100000.0,1,4,4,5,2,4,4,1,4,5,1,1.0,1.0,1.0,100000.0,3,1,3
11222,4,,26,2,1,1,1,4.0,0.0,1,4,5,5,1,2,4,4,4,1,5,,,,20000.0,2,2,3
11223,4,1.0,26,1,1,1,1,4.0,0.0,1,4,5,4,1,3,5,2,2,3,1,3.0,1.0,3.0,-1.0,2,2,3
11224,2,2.0,26,1,1,1,1,10.0,80000.0,1,3,4,4,1,3,3,2,4,4,1,3.0,1.0,2.0,120000.0,2,2,1
11225,3,,26,2,1,1,1,3.0,0.0,1,3,3,3,1,2,4,2,2,3,4,,,,70000.0,1,1,3
11226,4,1.0,26,2,1,1,1,4.0,0.0,1,3,3,2,1,2,4,2,3,2,5,,,,-1.0,2,2,3
11227,3,2.0,26,1,1,1,1,12.0,40000.0,2,4,4,4,1,3,3,3,4,4,1,3.0,1.0,3.0,100000.0,3,2,1
11228,2,,26,2,1,1,1,8.0,30000.0,1,3,5,4,5,2,4,2,3,1,1,3.0,1.0,3.0,50000.0,1,2,6
11229,4,2.0,26,1,1,1,1,4.0,50000.0,1,4,4,4,1,2,2,2,2,1,5,,,,30000.0,2,2,2
11230,3,,26,2,1,1,1,7.0,0.0,1,3,3,3,2,3,4,2,4,3,4,,,,40000.0,2,2,3
11231,2,1.0,26,1,1,1,1,1.0,0.0,1,4,4,3,2,2,4,4,2,2,6,,,,-1.0,2,2,1
11232,4,,26,2,1,1,1,7.0,48000.0,4,4,4,5,2,2,2,4,5,5,1,4.0,1.0,2.0,120000.0,3,1,3
11233,3,,26,1,1,1,1,6.0,60000.0,1,3,4,4,1,2,2,1,1,5,1,4.0,1.0,3.0,100000.0,3,2,3
11234,4,,26,2,1,1,1,7.0,0.0,1,3,4,4,1,2,3,3,4,5,1,9.0,1.0,3.0,50000.0,2,2,1
11235,3,,26,1,1,1,1,4.0,0.0,1,4,3,4,1,2,2,3,3,5,5,,,,20000.0,3,2,2
11236,4,,26,1,1,1,1,12.0,30000.0,1,3,3,3,2,2,4,2,2,5,1,3.0,1.0,3.0,90000.0,2,2,1
11237,4,1.0,26,2,1,1,1,11.0,20000.0,2,5,5,4,1,2,2,2,4,4,1,3.0,1.0,3.0,-1.0,2,2,1
11238,2,1.0,26,2,1,1,1,3.0,20000.0,1,2,3,2,1,2,1,1,1,1,1,8.0,1.0,4.0,20000.0,1,2,6
11239,4,2.0,26,1,1,1,1,12.0,120000.0,1,4,5,5,1,2,2,2,4,8,1,3.0,1.0,3.0,120000.0,3,1,3
11240,2,,26,1,1,1,1,6.0,50000.0,1,5,4,4,2,3,4,4,4,5,1,3.0,1.0,3.0,150000.0,3,1,1
11241,4,1.0,26,2,1,1,1,11.0,-3.0,2,4,5,4,1,2,4,3,3,5,6,,,,-1.0,3,1,1
11242,2,1.0,26,1,1,1,1,12.0,30000.0,1,3,4,4,2,3,3,3,3,3,1,3.0,1.0,3.0,50000.0,2,2,1
11243,4,1.0,26,1,1,1,1,6.0,50000.0,1,4,4,4,1,3,4,3,4,3,1,3.0,1.0,3.0,120000.0,3,1,1
11244,4,,26,1,1,1,1,3.0,840.0,1,2,3,4,2,2,4,1,4,5,5,,,,-1.0,3,2,3
11245,3,1.0,26,2,1,1,1,3.0,30000.0,1,3,3,3,1,3,4,2,3,5,5,,,,70000.0,1,2,3
11246,5,,26,2,1,1,1,4.0,13000.0,1,4,3,4,4,3,3,3,2,1,1,3.0,1.0,3.0,50000.0,2,1,2
11247,2,,26,1,1,1,1,7.0,30000.0,1,2,3,3,1,2,2,3,2,5,1,3.0,1.0,3.0,50000.0,2,2,3
11248,4,,26,1,8,1,1,10.0,0.0,2,5,5,4,1,2,2,2,3,5,1,3.0,1.0,3.0,60000.0,2,2,1
11249,4,1.0,26,1,1,1,1,6.0,80000.0,1,2,3,4,2,4,4,4,4,5,1,2.0,1.0,4.0,120000.0,3,2,3
11250,2,,26,1,1,1,1,6.0,0.0,1,4,4,3,2,2,4,4,2,5,6,,,,60000.0,2,2,1
11251,4,,26,2,1,1,1,6.0,40000.0,1,4,4,3,4,2,3,2,4,7,5,,,,170000.0,3,1,3
11252,2,2.0,26,1,1,1,1,9.0,60000.0,4,2,1,2,1,3,2,4,2,6,1,9.0,1.0,3.0,80000.0,2,2,6
11253,3,,26,2,1,1,1,4.0,0.0,1,2,4,3,1,1,2,1,2,3,5,,,,18000.0,1,2,3
11254,4,,26,1,1,1,1,4.0,20000.0,1,3,4,4,5,2,2,2,3,5,1,4.0,1.0,3.0,60000.0,1,2,1
11255,2,,26,1,1,1,1,6.0,50000.0,1,4,4,4,2,2,4,3,4,5,1,4.0,1.0,3.0,100000.0,3,2,3
11256,4,2.0,26,1,1,1,1,4.0,30000.0,1,5,3,4,1,4,4,4,2,4,1,9.0,1.0,3.0,40000.0,2,2,3
11257,4,1.0,26,1,1,1,1,6.0,50000.0,1,4,4,4,2,2,3,2,4,5,1,4.0,1.0,2.0,150000.0,3,1,1
11258,4,,26,1,1,1,1,6.0,32000.0,4,4,4,4,5,3,4,4,4,4,5,,,,0.0,2,2,7
11259,3,1.0,26,2,1,1,1,3.0,20000.0,1,3,4,4,2,3,3,3,3,4,1,2.0,1.0,3.0,30000.0,2,2,3
11260,3,,26,2,1,1,1,3.0,2000.0,1,2,2,3,1,3,3,2,4,4,3,,,,26000.0,2,2,3
11261,4,1.0,26,1,1,1,1,10.0,24000.0,1,3,4,5,2,3,4,2,3,6,5,,,,48000.0,3,2,3
11262,3,,26,1,1,1,1,4.0,22000.0,1,3,3,4,1,3,3,2,3,1,1,4.0,1.0,3.0,25000.0,1,1,3
11263,4,1.0,26,2,1,1,1,12.0,0.0,1,5,5,4,5,1,3,4,5,6,6,,,,-1.0,-1,2,1
11264,3,,26,2,1,1,1,3.0,0.0,1,2,2,3,1,4,3,1,3,5,6,,,,0.0,3,2,3
11265,3,1.0,26,2,1,1,1,11.0,30000.0,1,4,5,3,1,3,3,3,4,3,1,3.0,1.0,3.0,30000.0,3,2,1
11266,4,,26,2,1,1,1,3.0,-1.0,1,4,3,5,1,2,2,1,4,4,1,2.0,1.0,-1.0,300000.0,3,2,3
11267,4,,26,1,8,0,1,10.0,0.0,1,4,5,4,1,2,2,2,2,5,1,3.0,1.0,3.0,20000.0,2,2,1
11268,3,1.0,26,1,1,1,1,3.0,20000.0,1,3,2,3,5,3,3,3,3,5,5,,,,70000.0,2,2,2
11269,4,2.0,26,2,8,1,1,9.0,60000.0,1,5,5,5,4,1,4,4,4,5,1,9.0,1.0,2.0,120000.0,3,1,3
11270,4,,26,1,1,1,1,12.0,0.0,2,4,5,5,2,3,4,3,4,4,1,3.0,1.0,3.0,100000.0,2,1,1
11271,4,1.0,26,1,1,1,1,11.0,40000.0,2,5,5,4,1,2,2,2,3,5,1,3.0,1.0,3.0,60000.0,2,2,1
11272,4,2.0,26,1,1,1,1,4.0,35000.0,4,2,3,3,5,2,2,2,4,4,5,,,,100000.0,3,1,2
11273,4,1.0,26,2,1,1,1,4.0,0.0,1,4,5,5,5,2,2,1,2,2,6,,,,15000.0,3,2,3
11274,5,,26,2,1,1,1,12.0,50000.0,1,3,4,5,4,3,3,3,3,5,1,3.0,1.0,2.0,50000.0,3,1,3
11275,4,,26,1,1,1,1,11.0,60000.0,1,3,4,5,2,3,3,3,4,5,6,,,,200000.0,3,1,3
11276,4,,26,1,1,1,1,4.0,12000.0,1,3,4,2,1,3,4,4,4,4,1,8.0,2.0,4.0,12000.0,3,2,3
11277,1,,26,2,1,1,1,4.0,0.0,1,1,4,4,5,2,2,3,2,2,5,,,,25000.0,2,2,2
11278,4,,26,1,1,1,1,11.0,0.0,2,5,5,4,1,2,3,4,2,5,6,,,,60000.0,2,2,1
11279,2,1.0,26,1,1,1,1,3.0,10000.0,1,3,4,3,5,2,2,2,3,1,4,,,,20000.0,1,2,7
11280,4,,26,2,1,1,1,10.0,30000.0,4,3,3,3,5,2,2,2,4,4,5,,,,50000.0,3,1,3
11281,2,,26,1,1,1,1,6.0,0.0,1,3,4,3,2,3,3,4,2,2,6,,,,50000.0,3,2,1
11282,4,1.0,26,1,1,1,1,7.0,50000.0,1,3,3,3,2,3,3,3,4,5,5,,,,60000.0,3,2,3
11283,4,,26,2,1,1,1,4.0,10000.0,1,4,5,5,1,2,5,1,4,5,5,,,,30000.0,3,1,5
11284,3,,26,2,1,1,1,1.0,6000.0,1,4,2,3,1,3,2,2,2,5,5,,,,30000.0,3,2,3
11285,4,,26,1,1,1,1,4.0,50000.0,1,3,4,5,1,2,2,2,4,5,1,5.0,1.0,3.0,60000.0,3,1,3
11286,3,1.0,26,2,1,1,1,6.0,15600.0,4,4,4,4,5,3,2,4,2,3,1,9.0,1.0,2.0,33600.0,2,2,7
11287,4,1.0,26,1,1,1,1,11.0,30000.0,1,4,4,4,2,2,3,3,4,4,1,3.0,1.0,3.0,400000.0,3,2,1
11288,2,1.0,26,1,1,1,1,4.0,2000.0,1,2,2,3,1,3,2,1,2,5,1,8.0,1.0,4.0,-1.0,2,2,3
11289,3,,26,1,1,1,3,7.0,60000.0,1,4,3,3,5,3,2,2,4,6,1,8.0,1.0,3.0,110000.0,3,1,3
11290,4,,26,2,1,1,1,7.0,30000.0,1,4,4,4,5,2,2,3,3,5,1,5.0,1.0,3.0,100000.0,2,1,3
11291,3,,26,2,1,1,1,10.0,30000.0,2,2,4,4,1,2,3,3,2,5,1,3.0,1.0,3.0,100000.0,2,2,1
11292,2,,26,1,1,1,1,3.0,0.0,1,2,3,2,1,4,4,1,1,3,6,,,,3000.0,2,2,7
11293,4,,26,1,1,1,1,12.0,50000.0,1,3,4,4,2,3,4,2,2,3,1,3.0,1.0,3.0,60000.0,2,2,3
11294,3,,26,2,1,1,1,5.0,40000.0,1,4,4,4,1,3,2,2,4,4,1,2.0,1.0,4.0,90000.0,2,2,3
11295,4,,26,2,8,1,1,3.0,30000.0,1,4,4,4,1,2,2,1,2,5,1,3.0,1.0,3.0,30000.0,3,2,1
11296,2,2.0,26,1,1,1,1,4.0,15000.0,1,2,2,4,1,3,3,3,1,2,1,4.0,1.0,3.0,30000.0,2,1,3
11297,4,,26,1,1,1,1,6.0,30000.0,1,3,4,4,2,2,3,3,3,4,1,2.0,1.0,4.0,60000.0,3,1,2
11298,4,,26,1,1,1,1,3.0,25000.0,1,3,3,3,2,3,3,2,3,5,5,,,,40000.0,3,2,2
11299,4,,26,2,1,1,1,10.0,0.0,2,5,5,4,1,2,2,2,4,5,6,,,,40000.0,2,2,1
11300,3,,26,2,1,1,1,4.0,0.0,1,4,4,3,1,2,2,2,3,6,5,,,,24000.0,1,2,3
11301,4,1.0,26,1,1,0,6,10.0,0.0,2,4,5,4,1,2,2,2,2,6,1,3.0,1.0,2.0,70000.0,2,2,1
11302,2,2.0,26,2,1,1,1,3.0,5000.0,1,2,4,3,1,3,3,1,2,4,3,,,,5000.0,1,2,3
