id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
3141,4,1,12,32,61,16649,1,1982,1,1,1,4,20000.0,1,200.0,166.0,105.0,4,5,4,4,5,4,2,3,4,40000.0,3,2,1,1,3,3,1,3,2
3142,4,1,26,74,114,16658,1,1976,1,1,1,3,24000.0,1,30.0,175.0,140.0,5,4,4,1,3,3,2,4,4,24000.0,4,3,1,2,3,2,2,4,3
3143,5,2,29,84,127,16638,1,1961,1,1,1,4,10000.0,1,250.0,165.0,148.0,2,2,5,1,5,5,1,5,5,75000.0,6,3,2,1,3,2,1,4,1
3144,2,1,13,36,66,16698,2,1943,8,1,1,1,840.0,1,80.0,150.0,88.0,2,4,2,1,4,5,1,4,3,73913.19252285441,5,1,1,2,3,3,2,4,3
3145,3,1,6,12,28,16646,1,1957,1,1,1,4,15000.0,1,110.0,165.0,115.0,3,5,4,2,3,4,1,3,6,30000.0,3,3,1,2,3,2,1,3,2
3146,4,1,9,21,43,16623,2,1952,1,1,1,1,20000.0,1,180.0,160.0,120.0,2,2,3,1,3,2,1,4,5,40000.0,3,3,1,2,3,3,2,5,2
3147,2,2,28,81,122,16649,2,1962,1,1,1,3,1500.0,1,80.0,147.0,70.0,2,3,3,1,3,4,1,4,5,3000.0,3,1,1,2,3,3,2,1,2
3148,1,2,24,72,112,16651,1,1942,1,1,1,3,0.0,1,50.0,150.0,80.0,4,4,1,1,2,2,1,4,1,5000.0,2,1,1,2,3,3,3,3,4
3149,4,2,5,8,24,16653,1,1951,1,1,1,3,20000.0,1,85.0,175.0,180.0,4,4,4,1,3,4,2,4,5,40000.0,2,3,1,2,3,2,2,4,2
3150,5,2,18,52,86,16634,2,1950,1,1,1,4,200000.0,1,189.0,160.0,118.0,4,4,4,1,1,1,1,4,5,3000.0,5,4,1,2,3,2,1,3,2
3151,5,1,27,80,120,16646,2,1949,1,1,1,4,660.0,1,54.0,158.0,120.0,4,4,4,1,2,3,2,2,5,50000.0,5,2,1,2,3,3,2,3,2
3152,3,1,15,41,72,16634,2,1972,1,1,1,6,20000.0,1,106.0,165.0,124.0,4,4,4,4,2,4,1,3,5,50000.0,3,3,1,2,3,2,2,3,2
3153,3,1,6,16,32,16657,1,1997,1,1,1,6,0.0,1,60.0,163.0,105.0,4,4,5,2,3,2,1,2,6,73913.19252285441,4,3,1,2,1,2,1,5,2
3154,4,2,5,10,26,16647,2,1955,3,1,1,1,4000.0,1,444.1014000000002,160.0,98.0,2,2,3,1,3,3,1,4,5,20000.0,4,3,1,1,7,2,2,4,2
3155,4,2,29,82,124,16638,2,1960,1,0,4,4,10000.0,1,24.0,165.0,80.0,5,5,2,4,3,3,2,4,1,12000.0,2,2,1,2,3,3,1,4,2
3156,4,1,3,6,13,16701,1,1964,2,1,3,3,65000.0,1,110.0,173.0,130.0,5,5,3,1,3,2,1,4,4,70000.0,3,2,2,1,3,2,3,4,2
3157,4,1,26,75,115,16725,1,1950,1,0,1,3,70000.0,1,76.0,176.0,167.0,4,3,4,2,1,1,1,2,4,120000.0,2,3,1,2,3,2,1,4,2
3158,2,2,2,4,11,16646,1,1964,1,1,1,1,4000.0,1,100.0,168.0,130.0,3,3,2,1,3,3,1,3,3,10000.0,4,3,1,2,3,2,2,3,2
3159,4,1,4,7,20,16709,2,1983,2,1,1,12,50000.0,1,105.0,168.0,90.0,3,4,4,5,3,2,3,3,6,150000.0,5,2,1,1,3,3,2,4,2
3160,5,2,5,10,26,16648,2,1933,1,1,1,1,2000.0,1,70.0,155.0,120.0,3,3,4,1,4,1,1,5,2,40000.0,3,3,1,2,7,2,1,5,2
3161,4,2,11,30,53,16634,2,1949,1,1,1,1,0.0,1,78.0,157.0,87.0,4,4,3,1,3,3,1,2,4,0.0,4,2,1,2,3,3,2,4,2
3162,4,1,12,32,61,16650,1,1990,1,1,1,12,3000.0,1,15.0,173.0,144.0,5,5,5,1,3,3,5,4,5,20000.0,2,2,2,2,1,3,2,4,3
3163,4,1,27,78,118,16649,1,1963,1,1,1,6,50000.0,1,90.0,175.0,130.0,5,5,5,2,2,3,3,4,5,50000.0,3,3,1,2,3,2,2,3,2
3164,3,2,28,81,122,16649,1,1958,1,1,1,3,12000.0,1,50.0,170.0,100.0,4,4,4,1,3,5,3,3,4,15000.0,2,3,1,2,3,2,2,3,2
3165,4,1,10,27,49,16642,2,1983,1,1,1,7,0.0,1,85.0,165.0,110.0,5,4,4,2,2,2,2,1,2,30000.0,3,2,1,1,3,3,2,3,1
3166,3,1,6,16,32,16658,1,1945,1,1,1,11,20000.0,1,61.0,165.0,100.0,4,5,5,2,2,2,2,2,5,73913.19252285441,3,2,1,2,3,3,2,3,3
3167,5,1,10,27,49,16642,1,1983,4,0,4,6,50000.0,1,50.0,173.0,140.0,5,5,5,2,3,4,3,5,6,100000.0,3,3,1,2,3,2,1,4,1
3168,2,1,21,64,101,16631,2,1980,1,1,1,12,80000.0,1,120.0,159.0,96.0,4,4,3,4,3,3,3,2,4,120000.0,5,4,2,1,3,1,1,4,3
3169,4,1,16,44,75,16639,1,1956,1,1,1,3,6000.0,1,30.0,165.0,102.0,5,5,4,2,1,4,2,3,5,6000.0,1,3,1,2,6,2,2,3,2
3170,3,2,9,22,44,16622,1,1955,1,1,1,3,20000.0,1,90.0,162.0,110.0,4,2,3,1,3,3,1,4,2,20000.0,3,2,1,2,3,3,1,3,3
3171,3,1,31,89,134,16690,1,1956,1,1,1,6,21000.0,1,29.0,172.0,160.0,3,4,5,2,2,5,1,4,5,42000.0,2,2,2,2,3,2,2,5,3
3172,5,2,23,68,108,16624,2,1954,1,1,1,1,5000.0,1,68.0,160.0,108.0,1,2,2,1,1,2,1,4,2,20000.0,2,1,1,2,3,3,2,3,2
3173,3,1,9,23,45,16621,2,1973,1,1,1,3,20000.0,1,60.0,157.0,100.0,3,5,3,1,2,4,1,3,2,60000.0,3,3,1,2,4,2,2,4,2
3174,4,1,1,1,7,16688,2,1932,1,0,1,3,40000.0,1,26.0,155.0,80.0,2,3,4,2,2,4,1,4,5,40000.0,1,2,1,2,7,2,2,4,2
3175,4,1,23,69,109,16703,1,1992,1,1,1,10,0.0,2,40.0,170.0,150.0,3,4,4,2,3,3,3,2,3,30000.0,4,3,1,2,1,3,2,3,3
3176,3,2,5,8,23,16649,1,1963,1,0,1,3,36000.0,1,78.0,164.0,120.0,4,4,4,2,4,4,1,2,4,50000.0,2,3,1,2,3,2,2,4,3
3177,4,2,28,81,122,16649,1,1996,1,1,1,6,35259.56261583267,2,200.0,170.0,120.0,5,4,4,1,2,3,5,4,5,30000.0,3,4,1,2,1,2,1,4,2
3178,4,1,26,75,115,16654,2,1994,1,1,1,12,24000.0,1,90.0,160.0,104.0,5,4,4,2,1,3,3,4,6,320000.0,4,3,2,1,1,1,1,2,2
3179,4,1,12,32,60,16651,2,1991,1,1,1,7,12000.0,1,50.0,161.0,108.0,4,4,4,4,3,4,2,3,4,72000.0,2,3,1,2,3,2,2,3,2
3180,4,1,29,82,125,16638,2,1978,1,1,1,6,0.0,1,120.0,152.0,110.0,4,4,4,2,3,3,3,3,5,40000.0,3,2,1,2,3,2,2,4,2
3181,5,1,9,20,42,16623,1,1959,1,1,1,6,50000.0,1,180.0,168.0,130.0,4,5,4,2,3,4,3,4,3,60000.0,2,3,2,2,3,2,2,4,3
3182,4,1,13,36,67,16679,2,1974,1,1,1,4,0.0,1,200.0,150.0,90.0,3,5,3,2,3,3,3,4,5,73913.19252285441,2,3,1,2,3,3,3,4,2
3183,5,2,10,24,46,16644,1,1982,4,0,5,3,50000.0,1,80.0,165.0,160.0,5,5,5,1,2,4,2,2,5,60000.0,4,3,1,1,3,2,1,4,3
3184,3,1,31,87,130,16660,1,1986,1,1,1,10,40000.0,1,90.0,170.0,140.0,5,5,2,2,2,4,2,2,1,70000.0,3,3,1,2,1,2,1,3,2
3185,4,1,12,32,56,16645,1,1971,1,1,1,5,50000.0,1,70.0,168.0,138.0,4,5,5,4,3,4,2,2,5,60000.0,3,2,0,2,3,3,2,2,3
3186,4,1,27,78,118,16653,2,1991,1,1,1,13,7400.0,4,105.0,168.0,125.0,5,5,5,2,2,5,3,4,3,60000.0,3,2,1,2,1,3,2,4,2
3187,3,1,9,22,44,16623,1,1967,1,1,1,4,0.0,1,145.0,178.0,180.0,1,1,3,1,5,4,2,4,4,20000.0,3,2,2,2,3,3,3,5,2
3188,2,2,28,81,123,16647,2,1938,1,1,1,1,300.0,1,260.0,148.0,70.0,1,1,1,2,3,2,1,3,3,300.0,1,2,1,2,3,3,1,3,3
3189,3,1,21,63,99,16635,2,1943,1,1,1,8,36000.0,1,80.0,160.0,130.0,1,1,5,5,5,3,2,2,4,60000.0,2,3,1,2,3,2,2,4,2
3190,4,1,28,81,122,16646,2,1970,1,1,1,3,10000.0,1,100.0,150.0,110.0,3,3,3,1,4,3,1,3,3,100000.0,2,3,1,2,3,2,1,3,3
3191,4,2,29,82,124,16638,2,1964,1,0,3,4,10000.0,1,100.0,148.0,110.0,4,4,3,1,3,3,1,4,5,30000.0,2,3,1,2,3,2,2,4,2
3192,4,1,31,87,130,16662,2,1957,1,1,1,6,2000.0,1,33.6,160.0,120.0,4,4,4,2,4,4,1,3,5,2000.0,1,2,1,2,7,2,2,4,2
3193,4,2,28,81,122,16648,1,1965,1,1,1,3,2000.0,1,100.0,170.0,120.0,4,4,4,1,3,2,1,4,5,15000.0,3,2,1,2,3,3,3,3,3
3194,4,1,4,7,14,16714,1,1986,1,1,1,6,48000.0,1,14.58986,176.0,135.0,4,4,3,1,3,3,3,4,5,48000.0,1,2,1,2,3,2,1,3,2
3195,3,2,22,65,103,16624,1,1941,1,1,1,3,700.0,1,100.0,150.0,80.0,3,3,3,1,3,4,1,2,2,40700.0,2,2,1,2,7,3,2,4,2
3196,4,1,15,42,73,16629,2,1972,1,1,1,4,20000.0,1,100.0,160.0,120.0,5,4,5,2,2,3,2,4,5,500000.0,2,3,1,2,3,2,2,4,2
3197,4,1,31,87,130,16661,1,1954,1,1,1,6,20000.0,1,72.0,167.0,75.0,1,2,2,2,1,1,1,4,2,15000.0,1,3,1,2,6,3,1,4,2
3198,4,2,31,88,133,16664,1,1967,1,1,1,4,50000.0,1,40.0,170.0,140.0,3,4,4,1,4,4,1,2,2,50000.0,2,3,1,2,3,3,2,3,2
3200,3,1,1,1,5,16675,2,1956,1,0,8,6,36000.0,1,60.0,158.0,130.0,3,3,3,2,5,5,3,3,2,300000.0,2,3,1,1,3,2,3,4,2
3201,4,1,7,18,40,16646,1,1954,1,1,1,9,12000.0,4,40.0,172.0,170.0,2,2,2,2,3,4,3,3,4,30000.0,2,3,2,2,3,2,1,3,1
3202,4,1,1,1,6,16667,2,1944,1,1,1,6,43200.0,1,34.0,150.0,80.0,3,2,4,2,2,2,2,4,5,94800.0,2,3,1,2,3,2,2,4,2
3203,4,2,2,2,9,16639,2,1949,8,0,7,3,1500.0,1,100.0,160.0,100.0,4,4,4,1,3,3,1,1,3,3000.0,2,3,3,2,3,2,2,2,2
3204,4,2,13,36,66,16700,2,1970,8,1,1,1,35259.56261583267,1,444.1014000000002,150.0,90.0,4,4,4,1,4,3,1,4,4,73913.19252285441,2,3,1,2,3,3,1,4,2
3205,4,1,19,57,91,16634,1,1990,1,1,1,13,30000.0,4,90.0,175.0,140.0,4,5,4,2,4,3,4,3,2,200000.0,1,3,2,1,1,2,1,2,2
3206,4,1,31,87,132,16673,2,1981,1,1,1,10,40000.0,1,65.0,165.0,120.0,5,5,4,2,3,4,4,4,4,80000.0,3,3,1,1,3,2,2,4,2
3207,2,1,15,42,73,16626,2,1939,1,1,1,1,35259.56261583267,1,150.0,157.0,120.0,3,4,4,1,4,4,1,3,6,80000.0,3,3,2,1,3,2,2,3,2
3208,1,1,13,37,68,16682,1,1975,1,1,1,3,12000.0,1,75.0,175.0,130.0,5,3,2,1,2,4,1,1,1,50000.0,3,2,1,2,3,3,3,3,1
3209,5,1,24,71,111,16648,2,1988,1,0,9,10,36000.0,2,200.0,168.0,110.0,4,5,4,5,4,4,2,4,5,100000.0,3,3,2,2,3,2,1,4,2
3210,4,2,2,2,9,16640,1,1957,8,1,1,3,35259.56261583267,1,300.0,170.0,100.0,3,4,4,1,4,3,1,4,5,50000.0,7,3,1,1,3,2,2,4,2
3211,3,1,11,30,53,16636,2,1963,1,1,1,3,6000.0,1,100.0,160.0,134.0,4,4,3,1,4,4,1,4,4,6000.0,4,2,0,2,3,3,2,4,2
3212,5,1,27,78,118,16650,1,1975,1,1,1,12,48000.0,1,90.0,176.0,150.0,4,4,5,2,2,4,2,4,3,84000.0,3,2,1,1,3,2,2,4,2
3213,5,1,21,63,99,16634,1,1956,1,1,1,3,50000.0,1,100.0,166.0,130.0,4,4,5,2,4,5,3,4,7,50000.0,3,4,1,2,3,3,1,4,2
3214,4,1,31,86,129,16667,2,1977,1,1,1,4,0.0,1,40.0,160.0,110.0,2,4,4,1,2,5,1,4,3,10000.0,3,2,0,2,3,3,2,4,3
3215,4,2,6,16,32,16659,2,1952,1,1,1,4,6000.0,1,200.0,155.0,90.0,2,3,3,1,3,2,1,3,6,73913.19252285441,4,2,1,2,3,2,2,5,2
3216,4,1,5,11,27,16644,2,1986,1,1,1,10,35000.0,1,60.0,160.0,120.0,3,4,4,2,3,3,2,3,5,90000.0,3,3,1,2,3,1,2,3,2
3217,4,2,18,51,84,16644,2,1940,1,1,1,1,1500.0,1,60.0,150.0,85.0,3,3,3,1,3,1,1,2,3,1500.0,1,1,1,2,7,3,1,3,2
3218,4,2,17,48,81,16642,1,1952,3,0,8,3,35000.0,1,90.0,173.0,120.0,3,4,3,1,2,4,1,2,3,40000.0,2,2,1,2,3,1,2,4,2
3219,5,1,23,69,109,16702,2,1993,1,1,1,4,0.0,1,110.0,176.0,103.0,4,5,5,1,2,4,2,5,10,40000.0,5,3,1,2,3,2,1,3,2
3220,2,1,13,37,68,16684,1,1980,1,1,1,11,21600.0,4,22.0,173.0,140.0,5,5,2,1,2,2,2,2,1,21600.0,5,2,0,2,3,3,2,3,3
3221,4,2,22,65,104,16624,2,1972,8,1,4,3,0.0,1,100.0,150.0,100.0,2,2,3,1,4,4,1,3,2,10000.0,5,1,1,2,3,3,2,3,3
3222,4,1,18,55,89,16641,2,1968,1,1,1,6,18000.0,1,110.0,160.0,120.0,5,4,4,2,2,4,2,2,4,30000.0,4,2,1,2,3,2,2,4,3
3223,2,1,12,33,62,16648,1,1971,1,1,1,3,24000.0,1,80.0,174.0,130.0,4,4,2,1,5,2,1,2,4,24000.0,6,2,1,2,3,2,1,4,3
3224,5,1,1,1,8,16687,2,1931,1,1,1,4,36000.0,4,14.58986,158.0,115.0,4,5,5,2,4,1,1,3,5,36000.0,1,2,1,2,7,2,2,3,3
3225,3,1,6,15,31,16656,1,1938,1,1,1,7,36000.0,1,43.0,168.0,88.0,3,3,3,2,3,3,3,3,5,72000.0,2,3,1,2,3,2,1,4,2
3226,2,2,22,66,105,16623,2,1945,1,1,1,3,0.0,1,160.0,156.0,80.0,2,2,3,1,3,4,1,3,2,1200.0,1,2,1,2,3,3,2,4,3
3227,4,2,15,43,74,16631,2,1965,1,1,1,3,2000.0,1,300.0,155.0,120.0,4,4,4,1,3,3,1,2,6,90000.0,6,3,1,2,3,2,2,4,3
3228,4,2,29,82,124,16639,1,1964,1,1,1,4,20000.0,1,80.0,173.0,134.0,4,3,3,1,3,3,1,4,5,40000.0,1,3,1,2,3,2,2,4,2
3229,4,1,9,20,42,16624,1,1997,1,1,1,6,0.0,2,20.0,170.0,150.0,4,4,4,1,4,3,3,4,6,73913.19252285441,2,3,1,2,1,2,2,4,2
3230,4,2,29,83,126,16637,2,1963,1,1,1,2,0.0,1,200.0,162.0,102.0,5,4,4,1,2,1,1,4,4,60000.0,5,3,1,2,3,2,2,3,2
3231,1,2,11,31,54,16633,2,1950,1,1,1,4,35259.56261583267,1,120.0,160.0,120.0,2,3,3,1,4,3,4,2,4,73913.19252285441,4,2,1,2,3,3,2,4,3
3232,3,1,1,1,7,16685,2,1948,1,0,1,7,37200.0,1,41.0,160.0,110.0,3,4,4,2,2,3,1,3,7,37200.0,1,2,2,2,3,2,2,3,2
3233,3,1,12,34,64,16656,2,1975,1,0,3,4,35259.56261583267,1,140.0,160.0,104.0,3,2,2,2,2,2,1,1,3,73913.19252285441,5,2,1,1,3,2,2,5,2
3234,4,2,31,87,131,16664,2,1942,1,1,1,1,0.0,1,60.0,150.0,70.0,2,4,4,1,3,4,1,4,5,30000.0,1,3,1,2,7,2,1,5,2
3235,4,1,29,82,125,16639,2,1969,1,1,1,3,50000.0,1,140.0,162.0,130.0,5,4,4,1,2,3,2,3,5,90000.0,4,2,1,2,3,2,2,4,2
3236,4,1,12,32,58,16676,2,1984,1,1,3,9,20000.0,1,50.0,164.0,70.0,4,5,5,4,2,4,4,3,4,200000.0,2,3,1,2,3,3,2,4,2
3237,4,1,1,1,4,16695,2,1966,1,1,1,6,36000.0,1,76.0,150.0,105.0,3,4,4,5,4,4,4,4,7,100000.0,3,3,1,2,3,2,2,3,2
3238,4,2,31,87,130,16663,1,1940,1,1,1,3,660.0,1,100.0,175.0,126.0,4,5,2,1,3,4,1,4,5,20000.0,4,3,1,2,7,2,1,4,2
3239,3,1,1,1,4,16680,1,1962,1,1,1,8,24240.0,1,85.3,170.0,130.0,4,4,4,2,3,3,3,3,5,60000.0,2,2,1,2,6,3,2,3,2
3240,4,1,15,43,74,16629,2,1975,1,1,1,11,35259.56261583267,1,100.0,168.0,120.0,4,4,4,5,3,2,2,4,5,73913.19252285441,3,3,3,2,3,2,2,3,3
3241,4,1,29,82,125,16638,1,1948,1,1,1,6,30000.0,4,120.0,170.0,150.0,2,2,2,2,4,4,2,3,2,40000.0,2,2,1,2,3,3,3,4,3
3242,4,1,31,87,132,16681,1,1958,1,1,1,12,60000.0,4,50.0,176.0,150.0,2,4,4,2,3,1,1,2,4,100000.0,2,3,2,2,3,3,3,4,3
3243,4,1,5,8,23,16647,2,1992,3,1,1,12,0.0,2,84.0,166.0,120.0,4,5,5,5,4,4,4,4,6,100000.0,1,4,1,2,1,2,2,5,2
3244,4,1,27,77,117,16638,2,1942,1,1,1,1,24000.0,1,80.0,168.0,130.0,3,3,3,5,4,3,1,4,5,45000.0,2,3,1,2,3,2,1,4,2
3245,4,1,1,1,6,16664,2,1982,1,1,1,6,36000.0,1,40.0,164.0,110.0,4,4,4,2,4,4,2,3,6,160000.0,4,3,1,2,3,3,2,4,3
3246,4,1,9,20,42,16623,1,1948,1,1,1,7,30000.0,4,160.0,168.0,140.0,4,5,4,2,3,4,4,4,6,60000.0,2,3,1,2,3,2,1,4,2
3247,4,2,13,36,66,16701,2,1953,6,1,1,1,6000.0,1,200.0,150.0,120.0,2,3,3,1,2,2,1,3,5,20000.0,6,3,1,2,3,2,2,5,3
3248,4,2,13,36,66,16701,1,1962,8,0,1,4,7000.0,1,444.1014000000002,168.0,110.0,5,4,4,1,4,4,2,4,4,73913.19252285441,2,2,1,2,3,3,3,4,3
3249,5,1,10,25,47,16643,2,1948,1,0,8,3,0.0,1,90.0,159.0,125.0,3,3,5,1,2,4,4,5,5,30000.0,2,2,2,2,3,2,1,4,2
3250,4,1,23,69,109,16703,1,1975,1,1,1,10,40000.0,1,40.0,175.0,130.0,5,5,5,2,2,4,4,3,2,60000.0,3,1,0,1,3,3,2,4,3
3251,4,2,13,35,65,16699,2,1947,6,1,1,1,0.0,1,400.0,160.0,89.0,1,1,3,1,2,3,1,4,5,72000.0,4,2,1,2,3,2,1,5,2
3252,4,2,5,9,25,16652,1,1934,1,1,1,1,0.0,1,100.0,170.0,150.0,4,4,4,1,3,3,1,4,4,40000.0,5,3,1,2,3,2,2,3,2
3253,4,2,21,62,98,16632,1,1947,8,1,1,3,5000.0,1,240.0,167.0,130.0,4,4,4,1,4,4,1,4,1,10000.0,2,2,1,2,3,2,2,3,2
3254,3,2,28,81,122,16649,1,1952,1,1,1,3,10000.0,1,70.0,175.0,140.0,3,3,3,1,4,3,2,2,4,15000.0,2,2,2,2,4,3,2,3,2
3255,4,1,19,57,91,16635,1,1957,1,1,1,4,100000.0,1,45.0,174.0,130.0,4,4,4,5,3,4,2,2,5,120000.0,2,3,1,2,3,2,2,4,2
3256,4,2,10,28,51,16642,1,1967,1,1,1,3,20000.0,1,159.0,170.0,135.0,5,5,5,1,3,3,1,3,5,30000.0,3,3,1,2,3,2,1,4,2
3257,4,2,29,83,126,16637,2,1949,1,1,1,3,10000.0,1,90.0,156.0,110.0,4,4,4,1,2,1,1,3,4,40000.0,1,2,1,2,3,2,2,4,2
3258,5,1,9,20,42,16625,2,1951,1,1,1,6,12000.0,4,130.0,168.0,120.0,3,5,5,1,2,4,2,4,8,80000.0,5,3,1,2,3,2,2,3,2
3259,4,1,18,53,87,16632,1,1968,1,1,1,4,10000.0,1,100.0,174.0,180.0,4,5,4,2,1,4,4,2,1,15000.0,2,2,1,2,6,2,2,3,2
3260,3,2,22,65,104,16626,2,1960,1,1,1,3,0.0,1,100.0,150.0,102.0,3,4,3,1,2,4,1,2,3,30000.0,1,2,1,2,7,3,3,4,2
3261,4,1,27,78,118,16651,1,1989,1,1,1,4,80000.0,1,80.0,165.0,108.0,4,4,4,1,1,2,2,3,3,80000.0,3,2,0,2,3,2,1,4,2
3262,4,1,16,44,75,16641,1,1982,1,0,1,6,50000.0,1,100.0,168.0,140.0,4,5,5,5,2,4,1,4,6,150000.0,4,3,2,1,3,2,1,3,2
3263,4,2,15,40,71,16627,2,1951,1,1,1,7,36000.0,1,300.0,157.0,110.0,4,4,4,2,3,1,1,4,5,73913.19252285441,3,3,1,1,3,2,2,3,2
3264,4,1,4,7,17,16715,2,1934,1,1,1,1,0.0,1,107.0,160.0,120.0,1,2,3,5,2,4,2,4,2,100000.0,5,2,1,1,3,2,2,4,3
3265,3,1,2,3,10,16639,1,1968,1,1,1,4,35259.56261583267,4,260.0,173.0,156.0,3,4,4,1,3,3,2,5,3,73913.19252285441,7,3,1,1,3,2,1,3,2
3266,4,1,27,77,117,16638,1,1927,1,1,1,4,30000.0,1,45.0,167.0,120.0,4,4,4,2,1,4,1,2,4,35000.0,2,3,1,2,7,2,2,2,2
3267,4,1,27,77,117,16635,1,1963,1,1,1,11,48000.0,4,120.0,180.0,160.0,5,5,5,5,1,5,5,3,5,120000.0,4,3,2,1,3,2,2,3,2
3268,3,1,24,72,112,16646,1,1974,1,1,1,6,35259.56261583267,1,70.0,172.0,120.0,4,4,4,1,3,2,2,2,3,73913.19252285441,7,3,1,1,3,2,1,4,2
3269,4,2,22,67,107,16623,2,1952,8,1,4,3,2000.0,1,106.0,165.0,112.0,3,4,3,1,3,3,1,3,4,42000.0,2,3,1,2,3,2,2,4,2
3270,2,1,19,57,93,16632,2,1985,1,0,4,4,35259.56261583267,1,100.0,160.0,120.0,4,5,2,2,3,4,3,2,5,73913.19252285441,1,3,2,1,6,2,2,3,2
3271,4,1,19,57,92,16631,1,1972,1,1,1,4,80000.0,1,125.0,175.0,130.0,4,4,4,1,3,2,2,4,7,73913.19252285441,5,3,0,2,3,3,2,2,2
3272,4,1,31,87,130,16662,1,1975,1,1,1,4,40000.0,1,84.0,162.0,120.0,5,5,3,1,2,2,1,4,4,86000.0,5,3,1,2,3,2,2,4,2
3273,5,2,9,20,42,16621,2,1954,1,1,1,1,10000.0,1,200.0,155.0,115.0,4,4,4,1,1,4,1,4,6,55000.0,6,3,1,2,3,2,1,4,2
3274,4,1,1,1,4,16671,1,1995,1,1,1,7,38616.0,1,62.0,170.0,140.0,5,5,5,2,2,3,3,3,5,77016.0,2,3,1,2,1,2,2,3,3
3275,4,2,8,19,41,16649,2,1962,4,0,3,3,5000.0,1,168.0,168.0,100.0,1,1,3,1,1,3,1,4,5,30000.0,5,3,1,1,3,2,1,4,2
3276,4,1,8,19,41,16654,1,1997,4,0,8,4,90000.0,1,18.0,178.0,121.0,4,4,3,2,2,3,1,3,5,160000.0,4,3,2,2,1,2,2,3,1
3277,4,2,22,66,105,16623,1,1954,1,1,1,1,6000.0,1,100.0,160.0,100.0,3,3,3,1,2,4,2,3,3,6000.0,1,1,1,2,6,3,2,4,2
3278,2,2,27,77,117,16634,2,1991,1,0,1,4,0.0,1,100.0,159.0,170.0,4,4,4,1,2,3,1,2,5,40000.0,3,3,1,1,3,2,1,3,2
3279,4,2,6,14,30,16652,1,1967,1,1,1,4,5000.0,1,110.0,170.0,130.0,2,4,3,1,4,2,1,5,6,7000.0,3,3,1,2,3,2,2,4,2
3280,4,2,31,89,134,16666,1,1975,1,1,1,4,30000.0,4,58.0,175.0,140.0,5,5,4,1,2,4,3,4,5,30000.0,1,4,2,1,3,1,2,4,2
3281,4,1,16,46,77,16642,1,1995,1,1,1,12,1000.0,2,120.0,176.0,124.0,4,4,3,1,4,3,4,3,5,80000.0,4,3,1,2,1,2,1,4,2
3282,5,2,17,49,82,16644,2,1962,1,1,1,6,10000.0,1,150.0,161.0,140.0,5,5,5,1,4,4,3,4,8,100000.0,6,4,1,1,3,2,1,4,2
3283,4,1,10,25,47,16642,2,1996,1,1,1,4,12000.0,2,115.0,170.0,120.0,5,5,5,2,1,3,1,3,5,30000.0,4,3,1,2,1,2,1,2,2
3284,4,1,16,45,76,16642,2,1990,1,1,1,13,35259.56261583267,4,120.0,156.0,86.0,5,5,5,1,2,3,4,1,4,73913.19252285441,5,3,1,2,1,2,2,3,4
3285,4,1,16,44,75,16639,1,1946,1,1,1,10,20000.0,1,250.0,170.0,140.0,2,5,4,5,3,4,2,2,3,30000.0,2,2,1,2,3,2,2,2,3
3286,4,1,27,80,120,16643,2,1947,8,1,1,4,27756.0,1,101.0,163.0,110.0,4,4,4,2,2,4,1,4,5,27756.0,1,2,1,2,7,3,2,4,2
3287,4,1,31,89,134,16690,1,1956,1,1,1,9,23000.0,4,60.0,170.0,180.0,2,2,5,2,1,4,1,4,5,108000.0,5,3,1,2,3,2,2,4,3
3288,4,2,6,17,33,16652,1,1940,1,1,1,2,40000.0,1,150.0,162.0,133.0,4,5,5,1,5,4,2,4,6,40000.0,1,4,1,2,7,1,1,4,2
3289,2,1,28,81,121,16647,2,1987,1,1,1,4,30000.0,1,60.0,147.0,110.0,5,5,5,1,1,2,1,2,5,60000.0,4,3,1,1,3,2,2,4,2
3290,2,2,21,62,98,16631,2,1960,8,1,1,1,2000.0,1,150.0,154.0,106.0,2,2,2,1,2,4,1,2,1,40000.0,2,1,1,2,3,2,1,3,3
3291,3,1,5,8,23,16648,2,1962,1,1,1,6,19200.0,1,65.0,165.0,120.0,2,3,3,2,2,3,2,3,3,50000.0,2,3,0,2,3,2,2,3,3
3292,4,2,18,54,88,16628,1,1958,1,1,1,4,10000.0,1,230.0,167.0,115.0,3,4,4,1,2,3,2,3,5,15000.0,5,3,1,2,3,2,1,3,2
3293,3,1,19,59,95,16630,1,1976,1,1,1,4,50000.0,1,60.0,172.0,170.0,4,4,4,1,3,3,3,4,4,50000.0,5,3,1,2,3,3,1,3,3
3294,4,1,27,78,118,16650,2,1964,1,1,1,6,20000.0,1,90.0,165.0,120.0,4,4,4,2,2,3,2,4,2,55000.0,3,2,1,2,3,3,2,4,3
3295,4,2,6,16,32,16656,2,1981,1,1,1,9,30000.0,1,170.0,159.0,103.0,5,5,5,1,4,4,3,2,5,70000.0,5,2,1,2,3,2,2,4,2
3296,4,1,27,79,119,16642,2,1990,1,1,1,10,30000.0,1,60.0,160.0,100.0,5,5,5,1,2,4,3,4,5,70000.0,2,3,0,1,3,2,1,4,2
